"","id","imdbId","movieId","tmdbId","original_title","title","popularity","release_date","revenue","runtime","budget","vote_average","vote_count","original_language"
"4570",182127,"2495118",103665,182127,"Yip Man: The Final Fight","Ip Man: The Final Fight",1.54105,2013-03-22,37884,100,NA,6,131,"en"
"4571",77663,"1480295",103669,77663,"Killing Season","Killing Season",13.382027,2013-07-12,39881,91,NA,5.3,425,"en"
"4572",138843,"1457767",103688,138843,"The Conjuring","The Conjuring",14.90169,2013-07-18,318000141,112,1.3e+07,7.4,3169,"en"
"4573",51481,"1679235",103723,51481,"Mean Girls 2","Mean Girls 2",7.515436,2011-01-23,NA,96,NA,5.1,281,"en"
"4574",178809,"1160996",103727,178809,"The Colony","The Colony",9.726664,2013-04-12,NA,95,1.6e+07,5.2,465,"en"
"4575",77950,"1860353",103755,77950,"Turbo","Turbo",8.979753,2013-07-11,282570682,96,1.35e+08,6.1,1094,"en"
"4576",76170,"1430132",103772,76170,"The Wolverine","The Wolverine",3.918287,2013-07-23,415440673,126,1.2e+08,6.3,4110,"en"
"4577",172533,"2265398",103801,172533,"Drinking Buddies","Drinking Buddies",7.745083,2013-08-23,343341,90,NA,6,361,"en"
"4578",146216,"1821694",103810,146216,"RED 2","RED 2",11.04233,2013-07-18,NA,116,8.4e+07,6.4,1548,"en"
"4579",180948,"1911662",103825,180948,"Vehicle 19","Vehicle 19",10.803734,2013-03-07,NA,85,NA,5,229,"en"
"4580",165213,"2625030",103849,165213,"신세계","New World",5.323934,2013-02-21,NA,134,NA,7.2,119,"ko"
"4581",160139,"1654523",103867,160139,"Night Train to Lisbon","Night Train to Lisbon",6.976215,2013-03-07,NA,111,7700000,6.4,130,"en"
"4582",136400,"1272878",103883,136400,"2 Guns","2 Guns",13.336512,2013-08-02,131940411,109,6.1e+07,6.6,1611,"en"
"4583",168138,"1935914",103972,168138,"Los últimos días","The Last Days",5.961623,2013-03-27,NA,100,NA,5.6,103,"es"
"4584",160588,"2334873",103980,160588,"Blue Jasmine","Blue Jasmine",12.61244,2013-07-25,99206215,98,1.8e+07,7,1126,"en"
"4585",179144,"2358891",103984,179144,"La grande bellezza","The Great Beauty",8.176134,2013-05-21,8371085,142,12400000,7.3,745,"it"
"4586",76285,"1854564",104074,76285,"Percy Jackson: Sea of Monsters","Percy Jackson: Sea of Monsters",10.338222,2013-08-07,174578751,106,9e+07,5.9,1685,"en"
"4587",77931,"2017020",104076,77931,"The Smurfs 2","The Smurfs 2",10.640864,2013-07-30,347434178,105,1.05e+08,5.5,711,"en"
"4588",177699,"0469021",104078,177699,"Alan Partridge: Alpha Papa","Alan Partridge: Alpha Papa",10.130541,2013-07-24,9800000,90,4e+06,6.5,184,"en"
"4589",76544,"2016940",104129,76544,"Man of Tai Chi","Man of Tai Chi",11.829231,2013-07-04,2054941,105,2.5e+07,5.8,295,"en"
"4590",113148,"2195548",104137,113148,"Prince Avalanche","Prince Avalanche",6.57698,2013-02-13,NA,94,725000,6,111,"en"
"4591",65291,"1683043",104144,65291,"Green Lantern: Emerald Knights","Green Lantern: Emerald Knights",7.226834,2011-04-09,NA,84,3500000,6.3,123,"en"
"4592",138832,"1723121",104211,138832,"We're the Millers","We're the Millers",18.474368,2013-08-07,269994119,110,3.7e+07,6.8,3053,"en"
"4593",109418,"2191701",104218,109418,"Grown Ups 2","Grown Ups 2",9.411725,2013-07-11,246984278,100,8e+07,5.8,1180,"en"
"4594",59859,"1650554",104241,59859,"Kick-Ass 2","Kick-Ass 2",13.570264,2013-07-17,60700000,103,2.8e+07,6.3,2275,"en"
"4595",87421,"1411250",104243,87421,"Riddick","Riddick",9.596377,2013-09-02,98337295,119,3.8e+07,6.2,2066,"en"
"4596",151960,"1691917",104245,151960,"Planes","Planes",11.604181,2013-08-09,219788712,91,5e+07,5.7,568,"en"
"4597",158999,"2545118",104272,158999,"Blackfish","Blackfish",5.495138,2013-06-07,2063312,83,NA,7.9,456,"en"
"4598",115348,"1413495",104274,115348,"Paranoia","Paranoia",7.249581,2013-08-14,13785015,106,3.5e+07,5.6,358,"en"
"4599",149870,"2013293",104283,149870,"風立ちぬ","The Wind Rises",9.310866,2013-07-20,117932401,126,3e+07,7.7,720,"ja"
"4600",115782,"2357129",104303,115782,"Jobs","Jobs",14.294019,2013-08-16,35931410,128,1.2e+07,6,1183,"en"
"4601",123553,"1538403",104312,123553,"The Mortal Instruments: City of Bones","The Mortal Instruments: City of Bones",14.336187,2013-08-21,90565421,130,6e+07,6.2,1649,"en"
"4602",132363,"1327773",104337,132363,"The Butler","The Butler",11.061894,2013-08-16,115922175,132,2.5e+07,7.2,1134,"en"
"4603",157360,"2294677",104339,157360,"In a World...","In a World...",9.769134,2013-08-09,2963902,93,1e+06,6.4,232,"en"
"4604",152748,"2388637",104361,152748,"Ain't Them Bodies Saints","Ain't Them Bodies Saints",5.086013,2013-07-03,1031243,96,NA,6.1,144,"en"
"4605",122906,"2194499",104374,122906,"About Time","About Time",11.213913,2013-08-16,87100449,123,1.2e+07,7.8,2140,"en"
"4606",101179,"1838722",104408,101179,"Truth or Dare","Truth or Dare",4.711164,2012-08-05,NA,95,NA,5.7,119,"en"
"4607",30061,"1494772",104419,30061,"Justice League: Crisis on Two Earths","Justice League: Crisis on Two Earths",6.108241,2010-02-23,NA,75,NA,7.1,152,"en"
"4608",199373,"2005374",104441,199373,"The Frozen Ground","The Frozen Ground",12.388833,2013-07-18,5496951,105,27220000,6.1,473,"en"
"4609",83899,"1853739",104457,83899,"You're Next","You're Next",6.464826,2011-09-10,14347000,95,NA,6.6,787,"en"
"4610",169209,"2171867",104518,169209,"Empire State","Empire State",9.003792,2013-09-03,3639345,94,1.1e+07,4.9,229,"en"
"4611",111190,"2103267",104631,111190,"Adore","Adore",12.260159,2013-04-03,318982,100,1.6e+07,6.1,296,"en"
"4612",118293,"1655413",104685,118293,"Le magasin des suicides","The Suicide Shop",5.496384,2012-09-26,NA,80,NA,6.2,169,"fr"
"4613",211954,"2378281",104712,211954,"No se Aceptan Devoluciones","Instructions Not Included",6.507895,2013-07-20,99067206,115,5500000,7.5,210,"es"
"4614",164558,"2515086",104728,164558,"One Direction: This Is Us","One Direction: This Is Us",5.988929,2013-08-28,NA,92,1e+07,8,209,"en"
"4615",146223,"2218003",104736,146223,"Closed Circuit","Closed Circuit",12.797172,2013-08-28,5750401,96,NA,5.8,174,"en"
"4616",146227,"2167202",104760,146227,"Getaway","Getaway",13.224288,2013-08-29,10501938,90,1.8e+07,4.9,248,"en"
"4617",49047,"1454468",104841,49047,"Gravity","Gravity",18.50194,2013-09-27,716392705,91,1.05e+08,7.3,5879,"en"
"4618",207768,"2537176",104861,207768,"I Spit on Your Grave 2","I Spit on Your Grave 2",12.75872,2013-08-25,809,106,NA,5.9,281,"en"
"4619",212716,"1486834",104863,212716,"What If","What If",10.841891,2013-09-07,7847000,93,1.1e+07,6.7,688,"en"
"4620",146233,"1392214",104879,146233,"Prisoners","Prisoners",11.96262,2013-09-18,122126687,153,4.6e+07,7.9,3183,"en"
"4621",164457,"1206543",104881,164457,"Out of the Furnace","Out of the Furnace",6.760321,2013-12-06,15400000,116,2.2e+07,6.5,731,"en"
"4622",156711,"1985019",104906,156711,"Austenland","Austenland",8.076305,2013-08-15,2159041,97,4900000,6.6,192,"en"
"4623",91586,"2226417",104908,91586,"Insidious: Chapter 2","Insidious: Chapter 2",9.040324,2013-09-12,NA,106,5e+06,6.5,1237,"en"
"4624",96721,"1979320",104913,96721,"Rush","Rush",10.63552,2013-09-02,90247624,123,3.8e+07,7.7,2310,"en"
"4625",112205,"2404311",104925,112205,"The Family","The Family",8.047735,2013-09-13,36894225,111,3e+07,6.1,1052,"en"
"4626",169813,"2370248",104944,169813,"Short Term 12","Short Term 12",12.34835,2013-08-23,1600000,96,NA,7.9,460,"en"
"4627",129139,"1758795",105037,129139,"The To Do List","The To Do List",7.081404,2013-07-24,3566225,104,1500000,5.5,348,"en"
"4628",136911,"1132285",105053,136911,"The Factory","The Factory",7.913726,2012-10-19,NA,108,2.5e+07,5.5,110,"en"
"4629",19458,"1196339",105075,19458,"Princess Protection Program","Princess Protection Program",5.626141,2009-06-18,NA,89,NA,6.2,381,"en"
"4630",129670,"1821549",105197,129670,"Nebraska","Nebraska",11.160699,2013-09-21,17654912,115,1.2e+07,7.4,648,"en"
"4631",209263,"2390361",105211,209263,"Enough Said","Enough Said",6.782909,2013-09-18,25288872,93,NA,6.6,351,"en"
"4632",138697,"2229499",105213,138697,"Don Jon","Don Jon",10.948605,2013-07-26,NA,90,6e+06,5.9,1708,"en"
"4633",157820,"2027140",105246,157820,"L'écume des jours","Mood Indigo",8.23984,2013-04-24,NA,131,NA,6,199,"fr"
"4634",146238,"2364841",105351,146238,"Runner Runner","Runner Runner",8.864607,2013-09-24,62616646,91,3e+07,5.5,547,"en"
"4635",152584,"2278871",105355,152584,"La vie d'Adèle - Chapitres 1 et 2","Blue Is the Warmest Color",4.938148,2013-10-09,10165694,179,4300000,7.2,1114,"fr"
"4636",167032,"2230358",105386,167032,"Curse of Chucky","Curse of Chucky",15.771245,2013-10-04,NA,97,5e+06,5.6,417,"en"
"4637",209262,"2345112",105420,209262,"Parkland","Parkland",6.71518,2013-10-02,653651,94,1e+07,5.8,128,"en"
"4638",109451,"1985966",105468,109451,"Cloudy with a Chance of Meatballs 2","Cloudy with a Chance of Meatballs 2",14.412061,2013-09-26,248384621,95,7.8e+07,6.4,936,"en"
"4639",109424,"1535109",105504,109424,"Captain Phillips","Captain Phillips",13.776068,2013-10-10,9.5e+07,134,5.5e+07,7.6,2495,"en"
"4640",198287,"1928340",105519,198287,"After the Dark","After the Dark",7.113372,2013-07-06,NA,107,NA,6.2,283,"en"
"4641",106747,"2002718",105585,106747,"Machete Kills","Machete Kills",9.251084,2013-09-12,15008161,107,1.2e+07,5.3,642,"en"
"4642",85889,"1450321",105593,85889,"Filth","Filth",14.970485,2013-09-23,9114264,97,5e+06,6.8,628,"en"
"4643",91745,"1645131",105597,91745,"Romeo & Juliet","Romeo & Juliet",4.494988,2013-09-12,1162635,118,NA,6.6,175,"en"
"4644",107846,"1211956",105653,107846,"Escape Plan","Escape Plan",14.191611,2013-10-09,122915111,115,5e+07,6.7,1688,"en"
"4645",38093,"1407061",105715,38093,"Just Wright","Just Wright",8.870325,2010-05-14,21520719,100,NA,6,102,"en"
"4646",133805,"1939659",105731,133805,"Carrie","Carrie",18.399055,2013-10-16,82394288,100,3e+07,5.8,1505,"en"
"4647",162903,"1837703",105742,162903,"The Fifth Estate","The Fifth Estate",10.850442,2013-10-11,8555008,128,2.8e+07,5.7,368,"en"
"4648",109091,"2193215",105755,109091,"The Counselor","The Counselor",14.723646,2013-10-25,71009334,117,2.5e+07,5,724,"en"
"4649",152795,"1821641",105769,152795,"The Congress","The Congress",8.534039,2013-05-16,455815,122,NA,6.4,165,"en"
"4650",146015,"1825157",105835,146015,"The Double","The Double",7.597475,2014-04-04,200406,93,NA,6.5,344,"en"
"4651",76203,"2024544",105844,76203,"12 Years a Slave","12 Years a Slave",30.316249,2013-10-18,1.87e+08,134,2e+07,7.9,3787,"en"
"4652",157370,"1311071",105869,157370,"Kill Your Darlings","Kill Your Darlings",7.075031,2013-10-04,NA,104,1030064,7.1,455,"en"
"4653",152747,"2017038",105954,152747,"All Is Lost","All Is Lost",12.74965,2013-10-18,6108720,106,9e+06,6.6,679,"en"
"4654",80274,"1731141",106002,80274,"Ender's Game","Ender's Game",12.500305,2013-10-23,125537191,114,1.1e+08,6.6,2354,"en"
"4655",200481,"2616880",106011,200481,"The Blue Umbrella","The Blue Umbrella",6.568023,2013-02-12,NA,7,NA,7.8,183,"en"
"4656",213121,"2446040",106022,213121,"Toy Story of Terror!","Toy Story of Terror!",0.512025,2013-10-15,NA,22,NA,7.3,246,"en"
"4657",190847,"1709143",106030,190847,"The Last Days on Mars","The Last Days on Mars",9.113415,2013-08-11,24084,98,NA,5.2,304,"en"
"4658",208134,"3063516",106062,208134,"Jackass Presents: Bad Grandpa","Bad Grandpa",8.000867,2013-10-22,151831537,92,1.5e+07,6,688,"en"
"4659",76338,"1981115",106072,76338,"Thor: The Dark World","Thor: The Dark World",34.905447,2013-10-29,644571402,112,1.7e+08,6.8,4873,"en"
"4660",152532,"0790636",106100,152532,"Dallas Buyers Club","Dallas Buyers Club",14.785719,2013-09-07,55198285,117,5e+06,7.9,2973,"en"
"4661",97434,"0404978",106102,97434,"Gambit","Gambit",7.60849,2012-11-07,NA,89,NA,5.1,224,"en"
"4662",15709,"1275590",106147,15709,"De l'autre côté du lit","Changing Sides",5.197678,2008-01-07,NA,93,NA,5.3,110,"fr"
"4663",162215,"1894476",106195,162215,"How I Live Now","How I Live Now",14.21278,2013-09-10,NA,101,NA,6.4,270,"en"
"4664",72890,"1698648",106197,72890,"Girl Most Likely","Girl Most Likely",4.80745,2012-09-07,NA,103,NA,5.7,103,"en"
"4665",172803,"2094018",106200,172803,"Hours","Hours",10.053166,2013-11-29,NA,97,4e+06,6.3,272,"en"
"4666",121674,"1836808",106234,121674,"Great Expectations","Great Expectations",6.812108,2012-11-30,258656,128,NA,6.3,101,"en"
"4667",175574,"1621039",106240,175574,"Free Birds","Free Birds",7.713231,2013-10-30,1.1e+08,91,5.5e+07,5.7,259,"en"
"4668",137093,"1204975",106330,137093,"Last Vegas","Last Vegas",9.157369,2013-10-31,134402450,105,2.8e+07,6.4,813,"en"
"4669",225703,"2403029",106344,225703,"The Starving Games","The Starving Games",0.265046,2013-11-07,NA,83,4500000,4.1,219,"en"
"4670",205220,"2431286",106438,205220,"Philomena","Philomena",6.927182,2013-11-01,100129872,98,1.2e+07,7.4,588,"en"
"4671",203833,"0816442",106441,203833,"The Book Thief","The Book Thief",16.373622,2013-11-08,76586316,131,NA,7.4,1528,"en"
"4672",146304,"2083355",106443,146304,"The Best Man Holiday","The Best Man Holiday",6.102021,2013-11-15,71625195,123,1.7e+07,6.7,110,"en"
"4673",209274,"2718492",106452,209274,"Ida","Ida",8.651053,2013-10-25,15298355,80,2159280,7.1,262,"pl"
"4674",101299,"1951264",106487,101299,"The Hunger Games: Catching Fire","The Hunger Games: Catching Fire",25.309139,2013-11-15,847423452,146,1.3e+08,7.4,6656,"en"
"4675",57158,"1170358",106489,57158,"The Hobbit: The Desolation of Smaug","The Hobbit: The Desolation of Smaug",20.644776,2013-12-11,958400000,161,2.5e+08,7.6,4633,"en"
"4676",64686,"1335975",106491,64686,"47 Ronin","47 Ronin",14.88937,2013-12-06,150962475,119,1.75e+08,5.9,1357,"en"
"4677",169219,"1905040",106508,169219,"The Dyatlov Pass Incident","The Dyatlov Pass Incident",5.771432,2013-02-27,NA,100,NA,5.7,177,"en"
"4678",146239,"2387559",106540,146239,"Delivery Man","Delivery Man",13.548808,2013-10-10,51164106,105,2.6e+07,6.2,561,"en"
"4679",41602,"1196948",106542,41602,"Charlie Countryman","Charlie Countryman",9.609726,2013-02-09,11650,108,NA,6.4,267,"en"
"4680",121642,"1396226",106624,121642,"Venuto al mondo","Twice Born",5.849716,2012-09-13,18295,127,1.3e+07,6.9,142,"it"
"4681",109445,"2294629",106696,109445,"Frozen","Frozen",24.248243,2013-11-27,1274219009,102,1.5e+08,7.3,5440,"en"
"4682",200713,"2853614",106727,200713,"9 Mois Ferme","9 Month Stretch",8.765334,2013-10-16,NA,82,NA,6.3,147,"fr"
"4683",86829,"2042568",106766,86829,"Inside Llewyn Davis","Inside Llewyn Davis",10.838063,2013-10-06,32935319,105,1.1e+07,7.2,845,"en"
"4684",106646,"0993846",106782,106646,"The Wolf of Wall Street","The Wolf of Wall Street",16.382422,2013-12-25,392000694,180,1e+08,7.9,6768,"en"
"4685",204082,"2312718",106785,204082,"Homefront","Homefront",9.896704,2013-11-27,43058898,100,2.2e+07,6.4,898,"en"
"4686",192136,"2304771",106839,192136,"Mandela: Long Walk to Freedom","Mandela: Long Walk to Freedom",11.318079,2013-12-06,27330000,141,3.5e+07,6.5,225,"en"
"4687",152737,"1322269",106841,152737,"August: Osage County","August: Osage County",6.954296,2013-12-26,74188937,121,2.5e+07,6.9,497,"en"
"4688",134366,"2231554",106870,134366,"Grave Encounters 2","Grave Encounters 2",9.021941,2012-10-12,NA,95,NA,5.2,251,"en"
"4689",75629,"0860907",106873,75629,"ヱヴァンゲリヲン新劇場版:Q","Evangelion: 3.0 You Can (Not) Redo",7.764883,2012-11-17,60487945,106,NA,7.4,107,"ja"
"4690",168672,"1800241",106916,168672,"American Hustle","American Hustle",16.478036,2013-12-12,251171807,138,4e+07,6.8,2868,"en"
"4691",116745,"0359950",106918,116745,"The Secret Life of Walter Mitty","The Secret Life of Walter Mitty",8.684892,2013-12-18,188133322,114,9e+07,7,3213,"en"
"4692",152601,"1798709",106920,152601,"Her","Her",13.829515,2013-12-18,47351251,126,2.3e+07,7.9,4215,"en"
"4693",184314,"2752200",106983,184314,"Jeune & Jolie","Young & Beautiful",11.833023,2013-08-20,NA,95,NA,6.3,360,"fr"
"4694",215830,"2071550",107017,215830,"Open Grave","Open Grave",5.72991,2013-08-13,NA,102,NA,5.9,250,"en"
"4695",193756,"1091191",107069,193756,"Lone Survivor","Lone Survivor",10.855502,2013-12-24,149295601,121,4e+07,7.4,1549,"en"
"4696",140823,"2140373",107141,140823,"Saving Mr. Banks","Saving Mr. Banks",15.130888,2013-11-16,112544580,125,3.5e+07,7.3,1256,"en"
"4697",18269,"0249677",107312,18269,"Lady and the Tramp II: Scamp's Adventure","Lady and the Tramp II: Scamp's Adventure",9.672521,2001-02-18,NA,69,NA,6,256,"en"
"4698",87516,"1321511",107314,87516,"Oldboy","Oldboy",7.882353,2013-11-14,4861022,104,3e+07,5.9,632,"en"
"4699",109443,"1229340",107348,109443,"Anchorman 2: The Legend Continues","Anchorman 2: The Legend Continues",7.600751,2013-12-18,173649015,119,5e+07,6,940,"en"
"4700",110415,"1706620",107406,110415,"Snowpiercer","Snowpiercer",14.131906,2013-08-01,86758912,126,39200000,6.7,2910,"ko"
"4701",166271,"2345567",107436,166271,"Haunter","Haunter",8.753381,2013-10-25,NA,97,NA,5.9,211,"en"
"4702",86331,"1879030",107537,86331,"Q","Desire",13.621581,2011-09-14,NA,103,1344000,4.1,142,"fr"
"4703",82679,"1663143",107557,82679,"Fun Size","Fun Size",6.891823,2012-10-25,11417362,87,1.4e+07,5.5,139,"en"
"4704",233063,"2987732",107565,233063,"Fack ju Göhte","Fuck You Goethe",12.957093,2013-11-07,NA,119,5e+06,7.1,621,"de"
"4705",169881,"2101473",107627,169881,"The Physician","The Physician",13.332387,2013-12-25,57284237,155,3.2e+07,7.2,365,"en"
"4706",119278,"2025667",107684,119278,"Smiley","Smiley",4.871071,2012-10-12,NA,90,NA,4.3,109,"en"
"4707",64807,"1661382",107702,64807,"Grudge Match","Grudge Match",11.655588,2013-12-25,44907260,113,4e+07,6,437,"en"
"4708",195269,"2317524",107745,195269,"12 Rounds 2: Reloaded","12 Rounds 2: Reloaded",6.35611,2013-06-01,NA,95,4e+06,5.6,101,"en"
"4709",115283,"1311060",107756,115283,"A.C.O.D.","A.C.O.D.",5.748809,2013-10-03,175705,88,NA,5.5,106,"en"
"4710",227348,"2473682",107769,227348,"Paranormal Activity: The Marked Ones","Paranormal Activity: The Marked Ones",8.898523,2014-01-01,86362372,84,5e+06,5.2,455,"en"
"4711",152603,"1714915",107771,152603,"Only Lovers Left Alive","Only Lovers Left Alive",13.594992,2013-12-12,NA,123,7e+06,7.2,585,"en"
"4712",191714,"2350496",107883,191714,"Dabba","The Lunchbox",10.766409,2013-09-19,4235151,104,1e+06,7.3,226,"hi"
"4713",245775,"2707858",107916,245775,"Yves Saint Laurent","Yves Saint Laurent",4.726238,2014-01-08,21026290,106,1.2e+07,6.4,270,"fr"
"4714",126963,"2263944",107953,126963,"ドラゴンボールZ 神と神","Dragon Ball Z: Battle of Gods",10.834344,2013-03-30,50353002,85,NA,6.5,370,"ja"
"4715",153158,"1634003",107958,153158,"Metegol","Underdogs",14.347931,2013-07-18,2.4e+07,106,2.2e+07,6,127,"es"
"4716",177945,"2331143",107978,177945,"そして父になる","Like Father, Like Son",7.074042,2013-09-28,19978961,121,NA,7.6,119,"ja"
"4717",127560,"2058107",107980,127560,"The Railway Man","The Railway Man",6.099421,2013-12-26,22309223,116,1.8e+07,6.7,277,"en"
"4718",118289,"1758595",107987,118289,"Diana","Diana",5.348746,2013-09-19,21766271,113,1.5e+07,5.3,180,"en"
"4719",159128,"2309021",107997,159128,"We Are What We Are","We Are What We Are",7.859837,2013-09-27,81381,105,NA,5.5,192,"en"
"4720",190880,"2315200",108041,190880,"Les Garçons et Guillaume, à Table !","Me, Myself and Mum",5.225386,2013-11-20,NA,85,10735974,6.6,231,"fr"
"4721",206408,"1937118",108078,206408,"Casse-Tête Chinois","Chinese Puzzle",9.559788,2013-12-04,NA,117,NA,6.4,228,"fr"
"4722",168530,"1408253",108156,168530,"Ride Along","Ride Along",9.895752,2014-01-07,153997819,99,2.5e+07,6.1,867,"en"
"4723",137094,"1205537",108188,137094,"Jack Ryan: Shadow Recruit","Jack Ryan: Shadow Recruit",11.234862,2014-01-15,50549107,105,6e+07,5.9,1194,"en"
"4724",157350,"1840309",108190,157350,"Divergent","Divergent",21.572585,2014-03-14,288747895,139,8.5e+07,6.9,4784,"en"
"4725",6418,"1094249",108192,6418,"Hotel Chevalier","Hotel Chevalier",4.933446,2007-09-03,NA,13,NA,7.1,204,"en"
"4726",240916,"2304953",108200,240916,"Reasonable Doubt","Reasonable Doubt",11.072355,2014-01-17,NA,91,8e+06,5.6,236,"en"
"4727",102207,"1723642",108237,102207,"Sur la Piste du Marsupilami","HOUBA! On the Trail of the Marsupilami",10.409049,2012-04-03,48600000,105,5e+07,5,214,"fr"
"4728",79316,"2752758",108243,79316,"Devil's Due","Devil's Due",10.591125,2014-01-08,36433975,89,7e+06,4.4,218,"en"
"4729",217993,"3060952",108501,217993,"Justice League: War","Justice League: War",8.138622,2014-02-02,5155325,79,3500000,7,234,"en"
"4730",126319,"1816518",108540,126319,"Ernest et Célestine","Ernest & Celestine",7.225779,2012-12-12,8109160,78,12516654,7.6,148,"fr"
"4731",173185,"2186812",108647,173185,"20 ans d'écart","It Boy",5.616687,2013-03-06,NA,92,NA,6.2,332,"fr"
"4732",100241,"1418377",108689,100241,"I, Frankenstein","I, Frankenstein",9.415817,2014-01-22,71154592,92,6.5e+07,5.1,701,"en"
"4733",181886,"2316411",108729,181886,"Enemy","Enemy",12.66992,2013-12-31,3396726,91,NA,6.7,1326,"en"
"4734",171540,"2309224",108760,171540,"Mi mefahed mezeev hara","Big Bad Wolves",4.552786,2013-04-21,33232,110,NA,6.5,124,"he"
"4735",130150,"1967545",108780,130150,"Labor Day","Labor Day",6.108646,2013-12-27,20275812,111,1.8e+07,6.7,306,"en"
"4736",184352,"2427892",108787,184352,"Tom à la ferme","Tom at the Farm",6.094529,2014-04-16,NA,105,NA,6.9,193,"fr"
"4737",15359,"1186373",108795,15359,"Wonder Woman","Wonder Woman",7.306487,2009-03-03,NA,74,NA,7.2,133,"en"
"4738",236399,"3074694",108797,236399,"Flowers in the Attic","Flowers in the Attic",5.658774,2014-01-18,NA,90,NA,6.3,106,"en"
"4739",21435,"0445800",108811,21435,"Les Bronzés 3 : Amis pour la vie","French Fried Vacation 3",7.733817,2006-01-01,NA,95,NA,4.1,190,"fr"
"4740",157841,"1981107",108825,157841,"The Young and Prodigious T.S. Spivet","The Young and Prodigious T.S. Spivet",6.839535,2013-10-16,9494789,105,3.3e+07,6.7,234,"en"
"4741",177888,"2325989",108879,177888,"Teen Beach Movie","Teen Beach Movie",4.909843,2013-07-19,NA,110,NA,6.1,212,"en"
"4742",152760,"2177771",108928,152760,"The Monuments Men","The Monuments Men",11.132411,2014-01-24,154984035,118,7e+07,5.8,1545,"en"
"4743",137106,"1490017",108932,137106,"The Lego Movie","The Lego Movie",16.418133,2014-02-06,469160692,100,6e+07,7.5,3127,"en"
"4744",97020,"1234721",108945,97020,"RoboCop","RoboCop",10.246549,2014-01-30,242688965,102,1.2e+08,5.7,2385,"en"
"4745",209247,"2172985",108949,209247,"The Art of the Steal","The Art of the Steal",8.436614,2013-09-11,64065,90,NA,6.1,221,"en"
"4746",249397,"2382009",108981,249397,"Nymphomaniac: Vol. II","Nymphomaniac: Vol. II",9.594157,2013-12-25,2227167,123,NA,6.6,820,"da"
"4747",83564,"1957945",108983,83564,"La luna","La luna",7.331398,2011-01-01,NA,7,NA,8,257,"en"
"4748",219318,"2207072",109027,219318,"Eyjafjallajökull","The Volcano",5.289252,2013-10-02,NA,92,NA,5.6,190,"fr"
"4749",74461,"1545660",109042,74461,"Knights of Badassdom","Knights of Badassdom",6.281872,2013-01-21,NA,86,NA,5.5,162,"en"
"4750",144336,"1742334",109072,144336,"Sabotage","Sabotage",6.966505,2014-03-28,17508518,110,3.5e+07,5.5,560,"en"
"4751",141043,"0458413",109157,141043,"A Long Way Down","A Long Way Down",10.46897,2014-03-20,7176347,96,NA,6.2,356,"en"
"4752",246320,"3092076",109159,246320,"Les trois frères : Le retour","The Three Brothers: The Return",5.084853,2014-02-12,NA,NA,13640000,5,110,"fr"
"4753",197082,"2406252",109161,197082,"La Vénus à la fourrure","Venus in Fur",6.012005,2013-05-28,342183,96,NA,7.2,192,"fr"
"4754",143049,"1067765",109181,143049,"Adult World","Adult World",4.944783,2013-04-18,NA,107,NA,6.2,141,"en"
"4755",157834,"2333804",109187,157834,"The Zero Theorem","The Zero Theorem",10.990614,2014-01-02,770706,107,8500000,5.9,383,"en"
"4756",226857,"2318092",109189,226857,"Endless Love","Endless Love",8.757277,2014-02-12,34077920,103,2e+07,6.7,555,"en"
"4757",137321,"1837709",109191,137321,"Winter's Tale","Winter's Tale",7.363527,2014-02-13,30800231,118,6e+07,6,501,"en"
"4758",146375,"1937133",109241,146375,"De l'autre côté du périph","On the Other Side of the Tracks",5.160049,2012-12-15,25109572,96,NA,5.4,204,"fr"
"4759",157847,"2382396",109243,157847,"Joe","Joe",13.784411,2014-04-11,2365467,118,4e+06,6.5,346,"en"
"4760",17684,"0328955",109313,17684,"Chouchou","Chouchou",4.610525,2003-03-19,NA,105,NA,5.3,106,"fr"
"4761",222899,"1826590",109372,222899,"About Last Night","About Last Night",9.543004,2014-02-14,49002684,100,12500000,6,217,"en"
"4762",120467,"2278388",109374,120467,"The Grand Budapest Hotel","The Grand Budapest Hotel",14.442048,2014-02-26,174600318,99,3e+07,8,4644,"en"
"4763",201086,"2390237",109376,201086,"Cuban Fury","Cuban Fury",6.739737,2014-02-14,NA,98,NA,6,137,"en"
"4764",21474,"1349482",109416,21474,"Bring It On: Fight to the Finish","Bring It On: Fight to the Finish",0.391552,2009-07-31,NA,102,NA,6,108,"en"
"4765",248507,"3421514",109461,248507,"Supercondriaque","Superchondriac",6.741118,2014-02-26,NA,107,NA,5.6,362,"fr"
"4766",183836,"2354181",109470,183836,"Les Gamins","The Brats",5.183112,2013-04-17,NA,95,NA,6.1,194,"fr"
"4767",220286,"2039345",109472,220286,"Grand Piano","Grand Piano",6.801095,2013-10-11,NA,90,NA,5.9,178,"en"
"4768",225565,"1800246",109483,225565,"That Awkward Moment","That Awkward Moment",8.060403,2014-01-29,26049082,94,8e+06,6.1,1020,"en"
"4769",157336,"0816692",109487,157336,"Interstellar","Interstellar",32.213481,2014-11-05,675120017,169,1.65e+08,8.1,11187,"en"
"4770",192102,"2172934",109569,192102,"3 Days to Kill","3 Days to Kill",17.861119,2014-02-14,52597999,113,2.8e+07,6,896,"en"
"4771",205724,"2193265",109576,205724,"Welcome to the Jungle","Welcome to the Jungle",6.381313,2013-04-27,NA,95,3500000,4.9,135,"en"
